          0,         -4,          8,          0,         -4,          8,          8,        -28,        -12,         16,          8,          8,         -4,        -20,         -4,         -4
        -16,          4,         16,         12,         -8,        -20,        -12,          0,          8,         12,          4,         16,          4,        -12,        -12,        -88
       -136,        -84,        -56,        -40,        -28,        -16,          0,        -16,        -20,         -8,          0,          0,         -8,          8,         36,         48
         76,        128,        160,       -824,       -840,         68,         20,          8,        -12,        -32,         -4,         -8,        -44,        -16,        -12,          0
          0,         -4,         -8,        -20,        -24,          8,         32,         16,         -4,        -32,         -4,         28,         -8,        -16,         -8,       1000
         16,       -988,         -8,          4,         12,        -20,        -12,         16,          4,         -8,          4,         -8,         -4,         -4,        996,         24
      -1004,        -32,          0,          0,         -8,         -4,         12,         12,         -4,         -4,         24,         28,        984,        -16,      -1016,        -16
          0,       1008,          8,      -1008,         -4,         20,       1008,        -12,      -1012,        -12,         28,         16,         20,          8,         -8,          8
         -8,         16,         -8,        -36,        952,        864,       -120,        -24,        -12,          0,         64,        168,          0,          4,          0,         16
         -4,        -16,         -8,          0,         12,          4,         28,        -12,        -20,         32,         12,         -4,        -16,        -20,         28,         20
          0,         -4,         -4,          0,          0,         20,         -4,         -8,          8,         -8,          0,         -8,         -4,         -8,        -12,        -28
         -8,          4,        -24,          4,          0,        -28,        -20,        -12,         -8,         20,          4,         -8,         20,        -12,         -4,         32
         24,         24,         56,         52,        -28,         28,        100,       -936,       -976,         52,         84,         36,         12,         20,         24,        -20
        -56,          4,         -4,        -16,         -4,        -20,         -4,          0,          4,        -20,        -24,          8,         12,         12,         12,        -16
        -20,          0,          4,          8,          4,         -4,        -12,         -4,         12,          0,         -8,         -4,         -4,          8,         24,          8
         -8,         -8,        -12,        -12,        -32,          4,         16,        -32,        -32,         -4,         36,        -12,        -36,          0,        -16,          0
         16,         -8,        -12,       1000,       1004,       -996,       -996,        -16,        984,       1008,          0,          8,        -12,          0,         28,         -8
        -12,      -1008,        -16,        988,         12,          8,          4,         12,         12,          4,        -24,      -1008,         20,          0,        -16,       1008
         16,         -4,          4,         -4,         -4,         16,        -24,        -20,         -4,         -4,         32,          0,         -8,         -4,        -12,          8
         -4,         -8,          8,          0,          4,         -4,        -12,         16,          4,         -4,        -12,          0,          8,         -4,          8,          4
          4,          4,         -8,        -12,        -16,          0,         16,         16,          0,          0,         -8,        -20,         12,          4,        -16,         -8
         12,         -4,        -12,         16,         12,         -4,         -8,         -4,         12,         12,        -32,          4,         36,        -28,        -12,         32
         20,         -4,        -12,      -1004,          4,       1004,         -4,          4,         12,         -4,         -8,         16,        -16,        -20,          8,         -8
          8,         12,         -4,          0,          4,         -4,          4,          8,         -4,         -8,        -20,         -4,         16,         -4,          0,          0
         -8,        -12,          8,         24,         -4,         -8,         16,         20,        -16,        -36,        -20,        -16,         16,         40,          8,         12
         16,          4,        -16,        -24,         12,         12,        -20,         -8,         12,         20,          8,      -1020,         -8,       1004,      -1004,          8
        988,        -16,         16,       -996,      -1004,       1008,         -4,          0,        996,      -1008,       -992,       1004,       1004,         16,          0,      -1020
          0,          8,      -1008,       1004,          8,      -1012,         -8,       1004,          4,         12,         20,      -1004,        -12,         12,         20,         -4
         -8,         12,         16,         16,         20,          8,        -12,         32,         52,          8,         -8,        -36,        -48,        -24,        -24,        968
        972,        -28,        -20,        -20,        -24,        -24,        -28,         -8,          0,        -28,        -24,          0,        -16,          4,          4,        -12
         28,         24,         28,         20,        -20,          0,         -4,         -4,         12,        -16,          0,         -8,        -16,         20,         -8,        -16
         12,          8,        -20,        -16,         16,          4,          4,         16,         12,        -16,         -8,         24,         -4,         -4,          0,         -4
          8,          0,         -4,          8,          8,        -28,        -12,         16,          8,          8,         -4,        -20,         -4,         -4,        -16,          4
         16,         12,         -8,        -20,        -12,          0,          8,         12,          4,         16,          4,        -12,        -12,        -88,       -136,        -84
        -56,        -40,        -28,        -16,          0,        -16,        -20,         -8,          0,          0,         -8,          8,         36,         48,         76,        128
        160,       -824,       -840,         68,         20,          8,        -12,        -32,         -4,         -8,        -44,        -16,        -12,          0,          0,         -4
         -8,        -20,        -24,          8,         32,         16,         -4,        -32,         -4,         28,         -8,        -16,         -8,       1000,         16,       -988
         -8,          4,         12,        -20,        -12,         16,          4,         -8,          4,         -8,         -4,         -4,        996,         24,      -1004,        -32
          0,          0,         -8,         -4,         12,         12,         -4,         -4,         24,         28,        984,        -16,      -1016,        -16,          0,       1008
          8,      -1008,         -4,         20,       1008,        -12,      -1012,        -12,         28,         16,         20,          8,         -8,          8,         -8,         16
         -8,        -36,        952,        864,       -120,        -24,        -12,          0,         64,        168,          6,         12,         -3,          8,         -1,        -13
         -7,          0,         14,          4,         22,         -4,        -17,         24,          9,         -5,         -9,        -16,         22,         19,         -1,          0
         -7,         -6,          3,         16,         -5,         -3,          7,        -11,         -2,         -2,          2,         -4,        -14,        -29,        -10,         -3
        -21,          0,         -6,        -23,        -16,        -12,        -11,         17,          9,        -11,         14,         -4,          0,         28,         28,         27
         50,         49,        -15,         40,       -160,       -948,       -720,         48,         72,         41,         19,         16,         21,        -15,        -49,          1
         -8,        -16,          0,        -14,        -13,         -4,          5,        -17,        -17,          5,          6,         11,         17,        -13,        -19,         -2
          0,         13,          4,         -6,         -9,         -7,         10,          6,         -9,         -5,         -6,          7,         24,          2,        -12,         -3
         -6,        -16,        -25,          2,          2,        -27,        -23,         -8,         25,        -11,        -26,          1,        -17,         -1,         14,        244
        -12,        500,        752,       -752,       -745,         -9,        737,        756,        251,        253,        -10,          4,         19,         -7,         -5,      -1009
        -14,        991,         12,         11,         -4,          6,         13,          2,        -19,      -1005,         19,        251,        -14,        753,         11,          0
          6,         -3,         -6,         12,        -24,        -20,         -1,         -1,         29,         -2,        -10,         -5,        -10,          5,         -6,         -4
         10,          2,          4,         -5,        -10,         12,          1,          1,         -7,         -2,          2,         -3,         13,          5,       -249,          2
        241,       -259,         -8,        251,         13,         13,         -2,         -3,         -7,        -14,         10,          3,        -12,         -7,         10,          1
        -11,          8,          7,         -1,         -2,         -4,          9,          6,        -23,          5,         23,        -24,         -2,         29,         15,          0
        -10,      -1007,          4,       1004,         -6,          4,         11,         -4,         -9,       -239,       -262,        237,        256,        -13,          9,       -232
         -3,        249,          4,         -3,          1,          8,         -1,        -14,        -17,          0,         11,         -5,         -1,          4,         -8,         -7
          9,         13,         -1,         -2,         11,         13,        -16,        -25,        -13,        -18,         10,         32,          8,         13,         12,       -248
        -13,        235,         11,          8,       -266,         -6,        261,         11,          8,       -760,         -9,        751,       -750,          7,        735,        -15
       -234,       -993,       -753,       1005,        244,       -254,        749,       -503,       -996,        501,       1005,        263,          2,       -767,       -254,       -244
       -755,       1005,          5,       -757,         -6,        499,          4,         11,         18,       -748,         -8,          6,         13,         -4,         -1,         17
         16,         12,         12,         13,         -2,         28,         44,          7,         -1,        -33,        -44,        -28,        -31,        974,        979,        -32
        -24,        -20,        -26,        -24,        -27,         -5,         -2,        -27,        -22,         -6,        -14,          0,          3,         -2,         21,         22
         28,         16,        -16,         -2,         -2,          0,          7,        -12,          8,         -8,        -21,         20,         -5,        -20,         12,          9
        -17,         -9,          9,         -4,          4,         15,         10,        -10,         -4,         16,         -2,          0,         -1,         -4,          5,         -3
         -1,          6,          7,        -21,        -17,          8,          9,         13,         -2,        -18,         -1,         -2,        -16,         -1,         13,         11
        -10,        -12,         -5,         -3,          4,          9,          6,         16,          7,         -9,        -16,        -83,       -131,        -88,        -56,        -44
        -31,        -17,         -4,        -14,        -17,         -9,         -2,          1,         -6,          4,         30,         46,         72,        119,        157,       -572
       -834,       -166,         29,          3,        -14,        -25,        -13,        -12,        -32,        -21,        -14,          1,         -1,         -2,         -9,        -18
        -19,          2,         23,         15,          2,        -24,         -8,         19,         -6,        -12,         -7,        752,         14,       -743,         -3,          8
         11,        -20,        -13,         19,          1,         -9,          2,        -13,         -6,          1,        748,         17,       -755,        -22,          7,         -3
        242,         -2,       -242,        260,         -4,       -253,         24,         26,        729,        -16,       -756,        -14,        249,        753,       -249,       -753
         -2,         13,       1009,         -8,      -1010,         -9,         24,         14,         17,         14,         -1,         -2,        -14,         13,        -10,        -31
        959,        887,       -102,        -21,          1,       -234,       -172,        173,          9,         21,         -3,         -8,          4,          0,         -4,         -6
         16,          3,         10,         14,        -10,         11,          6,        -13,          1,         -1,          5,         17,          1,          3,         -9,        -15
          8,          7,         -3,         10,          2,        -23,         -9,         11,         12,          3,        -17,        -28,        -15,        -18,        -16,         -6
        -13,        -15,         -9,         -9,        -12,          6,         12,        -11,          6,         13,          7,         17,         34,         34,         41,         42
         14,         61,       -684,       -977,       -205,         50,         49,         46,         31,         11,         10,        -10,        -29,         -3,        -16,         -9
          6,        -10,        -29,        -14,         -2,         -4,          5,          5,         -7,          3,         19,         -4,        -13,         -5,          2,         15
         -2,        -12,         -7,         -9,         12,         13,        -11,         -4,        -10,          6,         23,         -4,        -27,          3,         11,        -21
        -13,         -6,        -26,        -22,         -1,        -10,          3,         -8,        -10,         -1,        234,          0,       -244,        496,         -9,       -252
        253,       -260,       -249,          6,        495,        498,        498,        499,         -1,          7,         -2,         -9,       -242,       -752,         -9,        742
        263,         14,        -17,          0,         14,       -251,        -11,       -753,         12,        751,         -5,        249,          1,       -248,       -243,        248
        243,         10,        -17,        -17,          3,          3,         14,         -5,        -12,         -8,         -4,          1,         -8,          2,         14,          3
          1,         -3,         -5,          2,         -7,         10,          6,         -8,         -4,          3,         13,          5,       -503,       -253,        493,       -249
          8,        501,          4,          5,         -6,       -258,         -6,        246,          5,          1,         -2,         -1,          5,          7,        -10,         -7
          3,          6,          5,          0,          3,         -8,         -9,          4,          6,        -16,          9,         17,          8,       -238,         -8,       -509
          7,        502,         -9,        251,         10,          3,        -11,       -500,       -506,        497,        499,        -22,         15,       -469,         -3,        495
          5,       -252,         -4,        256,          2,        -17,        -10,          2,          4,         -6,         -4,          9,         -7,       -248,          9,        245
          4,         11,          1,         -6,        -11,          2,         -1,        -22,         -3,         17,          7,         13,          8,       -753,         -7,        501
          9,          2,       -761,        249,        757,         -5,       -245,       -493,        243,        497,       -241,          5,        -19,       -265,       -489,       -486
       -251,        495,        748,       -256,        248,          4,       -750,          0,        756,        506,       -248,       -260,       -508,       -752,          3,       1009
          0,       -503,         -1,       -253,       -250,          7,         13,       -240,         -2,         -3,          2,         -7,         12,         29,         15,          8
          4,         17,         12,         24,         30,          3,          9,        -19,        -40,        -42,        -40,        730,        740,        221,        223,        -23
        -32,        -28,        -18,          0,        -14,        -26,        -18,        -12,         -8,         -7,         -4,         13,         15,         16,         22,         11
         -6,         -6,          2,          5,         -2,         -3,         18,         -5,        -28,         14,         -1,        -17,         13,          5,        -13,          0
          1,        -13,          4,         11,          6,          2,          2,          0,          3,          5,         -2,         -4,         -5,         -9,          3,          3
          5,         -4,        -18,         -4,         10,         18,         -1,        -12,          3,         -5,        -13,         -3,          5,          6,        -10,          4
          5,        -10,          0,          3,          6,         14,         13,          1,        -18,        -67,       -114,       -103,        -67,        -48,        -36,        -24
        -13,        -10,        -12,        -10,         -6,         -1,         -4,         -1,         18,         39,         61,         95,        141,        -74,       -569,       -626
       -199,          6,        -10,        -15,        -28,        -16,        -13,        -34,        -16,          4,         -5,         -8,         -7,         -2,        -10,        -14
          5,         15,          9,        -12,        -17,          3,          3,         -6,         -7,        252,         13,       -245,          6,         10,          1,        -15
        -11,         18,         -5,         -5,          3,        229,        -10,       -244,        253,          1,       -259,          3,         16,         -8,        495,          1
       -494,        500,         -9,       -496,         18,         17,        231,        -13,       -246,         -8,        499,        242,       -504,       -241,         -1,         -2
        756,         -2,       -755,         -3,         12,         10,         16,         22,          9,        -21,        -26,          7,        242,        236,        475,        695
        -49,       -252,         47,       -435,       -396,        157,          4,         15,          0,        -14,          6,         13,         -4,        -16,          9,          4
         11,         24,         -4,          8,          4,        -21,          0,         12,         -6,         12,          8,          0,         -6,        -15,          7,          4
          4,         15,         -4,        -29,        -15,         11,         15,          8,        -18,        -23,        -21,        -24,        -13,        -12,        -11,        -10
        -11,         -7,         -3,         -2,          6,         -7,          6,         20,         11,         14,         29,         39,         43,         31,         38,         69
       -957,       -992,         52,         58,         49,         48,         30,         20,          3,        -13,        -11,         -9,        -19,         -5,          0,        -12
        -34,        -27,        -13,          9,         19,         14,         -8,         -3,         12,         -1,        -11,         -7,         15,          9,        -10,         -8
        -11,         -8,         16,          4,         -7,          4,        -13,          2,         17,          1,        -33,          1,         17,        -21,        -10,        -11
        -31,        -23,          9,         -7,        -12,         -7,         -9,         -8,        490,        256,       -503,         -6,        252,       -255,       -244,         -4
        244,         13,        251,        485,        239,        504,          7,          6,        242,       -266,       -490,         11,         -4,        240,        510,          9
       -267,          2,        258,       -752,         -5,         -6,          1,        749,          6,          3,         -3,       -500,       -497,        499,        497,         12
         -7,        -12,          8,          4,         -4,         -4,        -10,         -9,          0,         -1,         -7,          4,         11,          0,          3,          4
         -5,        -10,        -11,         15,         15,        -11,          1,          9,         -1,         -1,       -252,       -503,        252,        259,          7,        248
          1,          1,         -8,       -511,         -3,        498,          2,          1,          2,          8,          0,          1,         -8,         -6,          9,          7
       -252,          2,        250,       -262,         -9,        246,         14,         -1,         -8,         -4,         14,       -477,        -12,        245,         15,       -251
         -6,        498,          9,         13,         -8,       -256,       -262,        240,        250,        -14,         16,       -218,         -2,        240,       -248,       -751
        250,        751,         -5,         -3,         -5,         -8,          5,         -3,         -6,          6,         -4,       -746,          7,        743,          3,       -234
         -1,        230,         -5,         19,          2,        -22,         -6,         12,          4,          7,          9,       -752,         -1,          3,       -249,        254
       -505,        503,        747,        -10,       -749,       -490,        754,        244,       -242,        256,       -263,       -512,       -500,        265,          1,       -266
       1010,        253,        -12,       -245,       -245,        251,        253,        252,       -502,         -5,       -505,       -757,        760,        760,       -254,       -504
          1,       -499,       -253,          3,       -245,          9,          5,          2,          2,        -13,         11,         33,         11,         11,         13,          6
         11,         30,         24,         -4,         14,          6,        -46,        -57,        -38,        225,        240,        732,        728,        -26,        -34,        -30
         -9,        -10,        -26,        -18,        -15,         -9,         -5,        -13,        -12,         15,         16,         12,         11,          8,         10,         -2
          3,          4,        -10,          0,         20,          0,        -28,          4,         -1,         -2,         12,         -2,        -12,         -2,          6,        -15
         -1,         12,          4,          5,          1,         -6,          8,          3,         -1,          1,        -11,        -11,          0,         -1,          6,          7
         -9,         -1,         11,         11,         -4,         -5,         -1,        -11,         -6,          1,          2,          0,        -12,          6,          7,        -11
          3,          4,          1,          8,         13,         10,         -3,        -38,        -89,       -119,        -93,        -55,        -39,        -32,        -21,        -13
        -11,         -7,         -8,         -7,         -5,         -1,          9,         27,         48,         71,        113,        158,        -59,       -844,       -668,         42
          0,        -18,        -32,        -14,        -10,        -38,        -14,          4,         -8,        -22,          3,         18,        -10,        -21,         -3,         10
          3,         -4,        -19,         -5,         15,         -6,        -13,         -4,         10,         12,          7,          0,         -7,         -5,          0,          8
         -9,          2,          2,        483,         -6,       -499,          2,         -7,         -5,        269,          8,       -255,        251,         -2,       -236,        238
        -17,       -235,          4,          5,          1,         -4,         -3,         -9,        247,        243,          6,         13,       -251,       -263,        497,        252
       -250,          2,       -252,       -247,         18,         17,         10,        230,        223,       -251,        246,        504,       -248,        270,         29,       -458
         86,       -148,       -152,         92,          2,          3,         -4,        -10,          7,         13,        -12,        -14,          4,          4,         16,         22
          2,          4,          0,        -12,        -10,          5,          3,          9,         10,          1,         -6,        -12,          9,          7,          5,          9
         -9,        -18,         -9,         -1,         13,          7,        -22,        -19,        -26,        -20,        -10,        -18,        -12,         -4,        -11,         -9
          6,         -4,          0,          0,         10,          9,         13,         25,         19,         41,         50,         18,         46,         63,       -969,       -978
         49,         47,         63,         61,         23,         33,          8,        -16,        -10,        -17,        -14,        -18,        -14,         -7,        -30,        -27
         -8,          8,          8,          7,          0,          9,         11,         -4,        -18,        -14,         20,         13,        -11,          2,        -10,         -6
          8,         -7,          7,          3,        -24,          2,         16,          0,        -12,         -8,         -3,        -15,         -9,         -4,        -12,        -18
         -8,        -10,        -14,        -10,        -13,        -13,        248,        512,       -262,       -508,        511,         -8,       -246,          7,        245,          7
          3,        485,       -261,        251,          0,        260,        756,       -767,       -251,        758,          0,         -1,        251,          0,       -505,          1
        246,       -750,        252,        496,          0,        245,          6,          5,         -3,       -246,       -248,        252,        248,          5,         -3,        -13
         13,         -1,         -5,          5,        -10,         -2,         -2,         -6,         -5,          3,          3,          0,          9,          2,         -9,         -7
         -5,         12,         12,         -6,          1,          4,         -8,         -3,          3,       -251,         10,          6,        -17,        249,         12,          6
         -4,       -263,          3,        247,          0,          0,          0,         10,         -3,         -9,         -3,          9,         11,          2,       -507,         -9
        501,       -499,        -14,        244,         20,        261,        -25,        -15,         17,       -234,         -8,        253,       -234,       -251,          1,         -4
        255,        264,         -1,         -9,        -24,        -17,          6,          5,         10,         16,       -247,         -6,       -250,       -750,        504,        747
        -11,          9,         -3,        -18,          8,          2,         -4,          4,         -4,       -750,       -245,        750,        250,       -491,          1,        481
         -5,         18,          3,        -17,         -4,         12,          4,         -1,       -244,       -242,        255,       -758,       -756,        759,        503,          1
        239,        247,       -999,       -496,       1010,       -258,       -753,        505,        500,          1,       -754,          3,        253,       -263,        760,        256
        -12,       -247,          8,        500,         -3,       -251,       -249,         -2,       -502,          0,        759,        253,       -761,       -500,          0,       -501
        505,          6,       -756,        253,         15,       -244,          5,         -5,          0,         23,         13,         12,         17,          0,          8,         24
         17,          0,         24,         21,        -45,        -49,        -34,        -33,        -17,        978,        979,        -22,        -28,        -30,        -12,        -28
        -24,         -2,        -15,        -10,         -8,        -16,        -15,          9,         12,         13,          8,          2,         19,          9,          3,          2
        -11,         -2,         16,         -2,        -23,         -1,          2,          4,          5,          1,         -8,         -7,          8,        -16,         -7,         15
          0,         -2,          3,          0,          4,          3,          1,          5,         -1,         -4,         -6,         -8,          8,          6,         -4,          7
          6,          1,         -2,         -2,         -8,         -3,          1,         -5,          4,          2,        -13,         -5,          2,         -2,          5,          8
         -2,          3,         11,          6,         10,         -4,        -58,       -112,       -113,        -78,        -48,        -35,        -28,        -21,         -9,         -7
        -10,         -9,         -4,          0,          0,         14,         36,         57,         88,        129,        181,       -578,       -877,       -169,         10,        -25
        -29,         -7,        -14,        -27,        -12,         -2,         -6,        -24,          2,         14,         -7,        -16,         -2,          2,         -2,          5
        -18,         -3,         21,        -10,        -15,         -3,          2,          5,         -4,         -7,          5,          7,          7,         -3,         -8,         -1
        -11,        245,          2,       -254,         -1,          4,          6,        505,         -4,       -493,          2,        -11,         16,         -9,        -11,         15
         -9,          1,         10,          2,         -4,        -15,        245,        756,        257,          6,       -496,       -513,        490,        251,        257,        257
       -762,       -756,        266,        257,       -246,        244,        739,       -253,       -507,         22,       -199,         94,         98,       -166,         76,         76
         55,         24,         -4,         -7,         -3,         -2,          6,          5,        -21,         -1,         14,         -4,          4,         15,          6,          1
          1,         -2,        -12,         -3,          8,          6,          6,          7,         -3,        -10,         13,          3,         -1,         11,        -12,        -14
          4,          4,          5,        -13,        -29,        -12,        -22,        -18,        -11,        -14,        -14,         -1,          0,        -11,          7,         -7
         -7,         10,         14,          1,          9,         32,         28,         38,         44,         23,         42,         47,       -965,       -966,         46,         38
         62,         68,         24,         27,          9,        -12,        -11,        -13,        -14,        -23,        -19,        -12,        -17,         -6,         -2,          0
         -9,        -10,          2,         15,         16,         -1,        -21,        -25,         14,         25,        -11,         -5,         -1,          3,          1,         -2
         18,        -13,        -34,         17,         22,        -18,          0,        -13,        -20,         -4,          1,         -3,        -10,        -10,        -22,         -8
         -7,        -11,        -16,        -14,         10,        256,        -26,       -252,        259,        -15,        253,         12,       -253,         -3,        254,        751
       -502,       -259,        246,        511,        507,       -758,        242,        747,          2,          9,       -255,         -4,          8,         -1,       -265,       -249
        509,        250,          8,       -260,         -3,        259,       -256,          3,        255,          1,         -1,          2,          0,        -13,          7,        -13
          2,         13,        -12,          8,         -4,        -10,         -3,         -4,         -1,          3,          4,         -6,         -7,          4,          5,          9
          5,          3,         -5,        -10,        -11,          9,         14,         -8,          8,       -497,        -30,        496,         19,          9,          3,         -5
